Month-Year,PRODUCT_FAMILY,GMID,LOC,Country,Sales,Forecast,MAPE,MAPE_Impact,MAPE_Contribution,Absolute Error,Non Absolute Error
23-Sep,3,300015,ES001,ES,279,283,1.40%,0.00%,0.00%,4,4
23-Oct,3,300015,ES001,ES,265,266,0.40%,0.00%,0.00%,1,1
23-Nov,3,300015,ES001,ES,218,285.4023967,30.90%,0.01%,0.00%,67.40239666,67.40239666
23-Dec,3,300015,ES001,ES,364,228.1740243,37.30%,0.01%,0.10%,135.8259757,-135.8259757
23-Sep,3,300015,PT001,PT,30,32,6.70%,0.00%,0.00%,2,2
23-Oct,3,300015,PT001,PT,108,31,71.30%,0.01%,0.00%,77,-77
23-Nov,3,300015,PT001,PT,90,31,65.60%,0.01%,0.00%,59,-59
23-Dec,3,300015,PT001,PT,73,0,100.00%,0.01%,0.00%,73,-73
23-Sep,3,300015,ZA001,ZA,45,0,100.00%,0.00%,0.00%,45,-45
23-Jul,3,300016,CY001,CY,0,30,,0.00%,0.00%,30,30
23-Aug,3,300016,CY001,CY,45,0,100.00%,0.00%,0.00%,45,-45
23-Sep,3,300016,CY001,CY,81,0,100.00%,0.01%,0.00%,81,-81
23-Oct,3,300016,CY001,CY,64,0,100.00%,0.01%,0.00%,64,-64
23-Nov,3,300016,CY001,CY,60,0,100.00%,0.01%,0.00%,60,-60
23-Dec,3,300016,CY001,CY,20,0,100.00%,0.00%,0.00%,20,-20
23-Jul,3,300016,GR001,GR,0,80,,0.01%,0.00%,80,80
23-Nov,3,300016,GR001,GR,60,6,,0.00%,0.00%,6,6
23-Jul,3,300017,BR001,BR,43,70,62.80%,0.00%,0.00%,27,27
23-Aug,3,300017,BR001,BR,53,0,100.00%,0.00%,0.00%,53,-53
23-Sep,3,300017,BR001,BR,42,78,85.70%,0.00%,0.00%,36,36
23-Nov,3,300017,BR001,BR,0,78,,0.01%,0.00%,78,78
23-Dec,3,300017,BR001,BR,16,50,212.50%,0.00%,0.00%,34,34
23-Jul,3,300018,CO001,CO,109,46,57.80%,0.01%,0.00%,63,-63
